ticket_id,created_at,category,channel,customer_tier,agent,priority,first_response_min,resolution_hours,sla_target_hours,sla_breached,escalated,csat_score,resolution_outcome
TCK-102324,2024-07-20 06:56:00,Integration/API,Email,Pro,Agent_07,Low,1.0,13.83,120,False,False,4,Resolved
TCK-101248,2024-07-20 07:34:00,Performance/Slowness,Chat,Free,Agent_02,High,1.0,4.8,24,False,True,4,Resolved - Escalated
TCK-101989,2024-07-21 03:19:00,Login/Authentication,Phone,Pro,Agent_02,Medium,1.0,6.11,72,False,False,5,Resolved
TCK-101149,2024-07-21 08:50:00,Data Export/Import,Email,Basic,Agent_01,Low,86.2,5.27,120,False,True,3,Unresolved - Pending Engineering
TCK-100594,2024-07-21 19:47:00,Performance/Slowness,Chat,Free,Agent_12,Medium,1.0,5.94,72,False,True,4,Resolved - Escalated
TCK-103085,2024-07-21 22:28:00,Account Setup,Phone,Free,Agent_12,Low,3.0,5.32,120,False,False,4,Resolved
TCK-103861,2024-07-22 00:00:00,Billing/Invoicing,Phone,Basic,Agent_05,Low,12.4,1.77,120,False,False,4,Resolved
TCK-102481,2024-07-22 01:34:00,Billing/Invoicing,Phone,Pro,Agent_01,Medium,3.0,2.63,72,False,False,4,Resolved
TCK-102272,2024-07-22 01:37:00,Bug/Error,Chat,Basic,Agent_01,Low,2.7,12.71,120,False,True,3,Resolved - Escalated
TCK-102526,2024-07-22 02:00:00,Feature Request,Phone,Free,Agent_10,Low,3.3,3.9,120,False,False,5,Resolved
TCK-101958,2024-07-22 04:35:00,Bug/Error,Portal,Basic,Agent_06,High,85.1,7.13,24,False,False,4,Resolved
TCK-100252,2024-07-22 05:13:00,Integration/API,Chat,Free,Agent_03,Low,26.0,8.13,120,False,False,4,Resolved
TCK-100323,2024-07-22 06:19:00,Data Export/Import,Email,Basic,Agent_08,Medium,47.2,2.47,72,False,False,4,Resolved
TCK-103229,2024-07-22 06:56:00,Performance/Slowness,Phone,Free,Agent_08,High,1.0,10.49,24,False,False,4,Resolved
TCK-101310,2024-07-22 07:22:00,Login/Authentication,Email,Free,Agent_08,Medium,241.0,1.9,72,False,False,4,Resolved
TCK-100817,2024-07-22 07:52:00,Bug/Error,Email,Free,Agent_05,Medium,68.6,0.67,72,False,True,3,Unresolved - Pending Engineering
TCK-101913,2024-07-22 10:27:00,Login/Authentication,Phone,Free,Agent_10,High,2.5,0.82,24,False,False,4,Resolved
TCK-101304,2024-07-22 10:35:00,Performance/Slowness,Chat,Free,Agent_02,Medium,17.2,25.47,72,False,False,4,Resolved
TCK-101599,2024-07-22 15:05:00,Integration/API,Chat,Basic,Agent_04,Low,13.2,0.87,120,False,True,3,Resolved - Escalated
TCK-101373,2024-07-22 15:14:00,Login/Authentication,Email,Free,Agent_12,Critical,12.8,0.32,4,False,False,4,Resolved
TCK-102111,2024-07-22 19:17:00,Data Export/Import,Email,Free,Agent_08,Medium,61.4,5.13,72,False,True,3,Resolved - Escalated
TCK-100118,2024-07-22 22:11:00,Data Export/Import,Email,Free,Agent_09,Medium,57.0,9.41,72,False,True,2,Resolved - Escalated
TCK-101073,2024-07-22 22:49:00,Bug/Error,Chat,Basic,Agent_05,Medium,17.6,10.89,72,False,False,5,Resolved
TCK-102275,2024-07-22 23:56:00,Integration/API,Phone,Basic,Agent_11,Medium,2.0,24.62,72,False,False,4,Resolved - Workaround
TCK-103434,2024-07-23 00:00:00,Integration/API,Chat,Pro,Agent_09,Low,5.5,3.88,120,False,True,3,Resolved - Escalated
TCK-103592,2024-07-23 00:00:00,Account Setup,Email,Basic,Agent_01,High,34.1,0.67,24,False,False,4,Resolved
TCK-103751,2024-07-23 00:00:00,Login/Authentication,Email,Free,Agent_08,High,14.8,1.71,24,False,False,5,Resolved
TCK-101422,2024-07-23 01:16:00,Bug/Error,Email,Enterprise,Agent_07,Medium,19.5,12.74,72,False,False,5,Resolved
TCK-102221,2024-07-23 04:33:00,Billing/Invoicing,Portal,Basic,Agent_11,Low,195.3,27.63,120,False,False,4,Resolved
TCK-102113,2024-07-23 06:00:00,Login/Authentication,Portal,Enterprise,Agent_02,Medium,337.1,4.24,72,False,False,5,Resolved
TCK-101764,2024-07-23 06:13:00,Bug/Error,Chat,Pro,Agent_11,Low,10.7,5.54,120,False,False,3,Resolved - Workaround
TCK-100561,2024-07-23 06:14:00,Login/Authentication,Chat,Enterprise,Agent_04,Medium,1.0,0.98,72,False,False,5,Resolved
TCK-102373,2024-07-23 09:25:00,Login/Authentication,Portal,Basic,Agent_02,Medium,27.9,2.01,72,False,False,4,Resolved
TCK-102817,2024-07-23 09:51:00,Login/Authentication,Email,Free,Agent_12,High,9.5,0.16,24,False,False,5,Resolved
TCK-101533,2024-07-23 14:08:00,Performance/Slowness,Email,Free,Agent_04,Medium,7.0,20.46,72,False,False,4,Resolved
TCK-102638,2024-07-23 15:12:00,Billing/Invoicing,Email,Basic,Agent_01,High,7.3,12.3,24,False,True,3,Resolved - Escalated
TCK-102239,2024-07-23 16:47:00,Bug/Error,Email,Free,Agent_04,High,8.9,5.32,24,False,False,4,Resolved
TCK-100193,2024-07-23 23:51:00,Bug/Error,Email,Free,Agent_04,Medium,153.9,0.51,72,False,True,3,Resolved - Escalated
TCK-103836,2024-07-24 00:00:00,Feature Request,Email,Enterprise,Agent_05,Medium,10.3,41.54,72,False,False,5,Resolved
TCK-103651,2024-07-24 00:00:00,Login/Authentication,Email,Basic,Agent_08,Medium,20.6,0.33,72,False,False,5,Resolved
TCK-103810,2024-07-24 00:00:00,Bug/Error,Email,Pro,Agent_04,High,38.0,5.99,24,False,True,3,Unresolved - Pending Engineering
TCK-103938,2024-07-24 00:00:00,Bug/Error,Phone,Basic,Agent_08,Low,4.1,5.98,120,False,False,5,Resolved
TCK-101443,2024-07-24 08:25:00,Integration/API,Chat,Free,Agent_07,High,7.1,3.23,24,False,False,4,Resolved
TCK-100944,2024-07-24 13:40:00,Bug/Error,Email,Basic,Agent_06,Critical,15.7,3.8,4,False,False,3,Resolved
TCK-102311,2024-07-24 15:42:00,Integration/API,Email,Pro,Agent_05,Critical,3.8,3.31,4,False,False,5,Resolved
TCK-102694,2024-07-24 16:08:00,Bug/Error,Email,Free,Agent_06,Critical,6.9,6.79,4,True,False,3,Resolved
TCK-101888,2024-07-24 16:44:00,Data Export/Import,Email,Free,Agent_07,Low,100.8,53.14,120,False,False,4,Resolved
TCK-100567,2024-07-24 17:31:00,Bug/Error,Email,Pro,Agent_02,Medium,44.9,5.54,72,False,False,4,Resolved
TCK-102961,2024-07-24 18:15:00,Integration/API,Chat,Basic,Agent_06,High,1.5,4.95,24,False,False,4,Resolved
TCK-103352,2024-07-24 18:19:00,Login/Authentication,Portal,Basic,Agent_11,Critical,19.5,0.75,4,False,False,4,Resolved
TCK-100499,2024-07-24 19:53:00,Data Export/Import,Email,Basic,Agent_05,Medium,84.6,0.32,72,False,False,4,Resolved
TCK-103627,2024-07-25 00:00:00,Bug/Error,Chat,Pro,Agent_04,High,2.4,9.16,24,False,False,5,Resolved
TCK-103982,2024-07-25 00:00:00,Login/Authentication,Chat,Free,Agent_03,High,1.4,0.3,24,False,True,4,Unresolved - Pending Engineering
TCK-103487,2024-07-25 00:00:00,Data Export/Import,Chat,Pro,Agent_05,Medium,16.9,10.41,72,False,False,4,Resolved
TCK-102159,2024-07-25 00:38:00,Bug/Error,Portal,Pro,Agent_11,Low,203.2,122.87,120,True,False,4,Resolved
TCK-102834,2024-07-25 02:36:00,Feature Request,Portal,Pro,Agent_03,Medium,5.8,27.81,72,False,False,5,Resolved
TCK-100877,2024-07-25 12:01:00,Login/Authentication,Email,Pro,Agent_07,Medium,232.2,0.81,72,False,False,3,Resolved
TCK-100413,2024-07-25 20:13:00,Billing/Invoicing,Email,Basic,Agent_03,Low,35.1,2.23,120,False,False,5,Resolved
TCK-102894,2024-07-25 21:01:00,Billing/Invoicing,Portal,Free,Agent_08,Medium,87.0,36.26,72,False,False,5,Resolved
TCK-102390,2024-07-25 22:11:00,Data Export/Import,Chat,Free,Agent_02,High,1.7,1.57,24,False,False,3,Resolved
TCK-103437,2024-07-26 00:00:00,Bug/Error,Chat,Basic,Agent_12,Critical,5.1,1.38,4,False,False,5,Resolved
TCK-103475,2024-07-26 00:00:00,Bug/Error,Email,Basic,Agent_07,High,10.6,29.3,24,True,True,1,Resolved - Escalated
TCK-103423,2024-07-26 00:00:00,Performance/Slowness,Phone,Free,Agent_03,Low,22.0,25.45,120,False,False,5,Resolved
TCK-102020,2024-07-26 02:04:00,Billing/Invoicing,Portal,Basic,Agent_04,Medium,1.0,2.29,72,False,False,5,Resolved
TCK-102131,2024-07-26 11:30:00,Bug/Error,Email,Pro,Agent_01,High,19.6,1.81,24,False,False,4,Resolved
TCK-101379,2024-07-26 12:07:00,Billing/Invoicing,Chat,Basic,Agent_02,Medium,3.3,5.89,72,False,False,4,Resolved
TCK-102760,2024-07-26 12:11:00,Performance/Slowness,Phone,Free,Agent_03,Low,2.3,24.87,120,False,True,3,Resolved - Escalated
TCK-103319,2024-07-27 00:21:00,Bug/Error,Email,Basic,Agent_03,High,26.5,13.16,24,False,True,4,Resolved - Escalated
TCK-102874,2024-07-27 09:15:00,Billing/Invoicing,Phone,Enterprise,Agent_07,Low,7.1,4.69,120,False,False,5,Resolved
TCK-103045,2024-07-27 16:19:00,Feature Request,Chat,Pro,Agent_06,High,6.3,25.46,24,True,True,1,Resolved - Escalated
TCK-101782,2024-07-27 16:35:00,Bug/Error,Chat,Pro,Agent_08,Low,2.8,28.78,120,False,False,5,Resolved
TCK-103026,2024-07-27 22:33:00,Login/Authentication,Chat,Basic,Agent_10,High,11.9,0.6,24,False,False,4,Resolved
TCK-102533,2024-07-28 07:36:00,Billing/Invoicing,Portal,Basic,Agent_04,Medium,1.0,0.86,72,False,False,4,Resolved
TCK-103334,2024-07-28 08:12:00,Data Export/Import,Email,Free,Agent_12,Low,228.3,2.82,120,False,False,4,Resolved
TCK-103547,2024-07-29 00:00:00,Billing/Invoicing,Email,Free,Agent_12,Medium,6.6,4.58,72,False,False,5,Resolved
TCK-103532,2024-07-29 00:00:00,Bug/Error,Chat,Basic,Agent_04,Medium,1.9,4.47,72,False,False,4,Resolved
TCK-103650,2024-07-29 00:00:00,Billing/Invoicing,Email,Free,Agent_05,Medium,6.5,9.7,72,False,False,4,Resolved - Workaround
TCK-103558,2024-07-29 00:00:00,Login/Authentication,Chat,Basic,Agent_08,Low,9.3,5.23,120,False,False,4,Resolved - Workaround
TCK-102205,2024-07-29 03:18:00,Bug/Error,Email,Basic,Agent_07,Critical,12.2,1.21,4,False,False,4,Resolved
TCK-103247,2024-07-29 04:23:00,Bug/Error,Chat,Basic,Agent_12,High,5.1,8.03,24,False,False,5,Resolved - Workaround
TCK-100564,2024-07-29 05:06:00,Performance/Slowness,Chat,Pro,Agent_09,Medium,6.0,5.45,72,False,True,2,Resolved - Escalated
TCK-100983,2024-07-29 06:39:00,Bug/Error,Email,Basic,Agent_05,Medium,168.0,5.79,72,False,False,4,Resolved
TCK-101027,2024-07-29 08:38:00,Bug/Error,Chat,Basic,Agent_10,Medium,14.2,0.87,72,False,False,4,Resolved - Workaround
TCK-101628,2024-07-29 08:45:00,Login/Authentication,Portal,Free,Agent_10,High,18.7,1.7,24,False,True,3,Resolved - Escalated
TCK-102937,2024-07-29 10:54:00,Bug/Error,Email,Pro,Agent_07,High,9.5,11.97,24,False,True,3,Resolved - Escalated
TCK-102601,2024-07-29 14:26:00,Billing/Invoicing,Email,Free,Agent_03,Medium,20.8,6.16,72,False,False,4,Resolved
TCK-103257,2024-07-29 19:29:00,Billing/Invoicing,Chat,Basic,Agent_07,Low,10.3,0.21,120,False,False,4,Resolved
TCK-100451,2024-07-29 20:05:00,Data Export/Import,Phone,Pro,Agent_03,Medium,1.0,9.7,72,False,False,5,Resolved
TCK-101909,2024-07-29 23:18:00,Login/Authentication,Chat,Basic,Agent_10,Medium,11.3,4.4,72,False,False,4,Resolved
TCK-103905,2024-07-30 00:00:00,Billing/Invoicing,Email,Basic,Agent_01,Low,120.0,9.22,120,False,True,2,Unresolved - Pending Engineering
TCK-103829,2024-07-30 00:00:00,Performance/Slowness,Email,Free,Agent_04,Low,20.5,1.64,120,False,False,5,Resolved
TCK-103789,2024-07-30 00:00:00,Bug/Error,Email,Pro,Agent_08,High,45.1,5.94,24,False,False,4,Resolved
TCK-103931,2024-07-30 00:00:00,Integration/API,Chat,Basic,Agent_02,Low,27.9,30.4,120,False,False,4,Resolved
TCK-100909,2024-07-30 02:23:00,Account Setup,Email,Enterprise,Agent_04,High,111.9,6.28,24,False,False,4,Resolved
TCK-100779,2024-07-30 07:11:00,Performance/Slowness,Chat,Free,Agent_09,High,1.0,5.83,24,False,True,2,Unresolved - Pending Engineering
TCK-100305,2024-07-30 13:12:00,Data Export/Import,Email,Free,Agent_03,Low,19.6,5.34,120,False,True,3,Unresolved - Pending Engineering
TCK-101597,2024-07-30 15:20:00,Data Export/Import,Email,Pro,Agent_05,Low,144.2,7.73,120,False,False,4,Resolved
TCK-101127,2024-07-30 15:55:00,Data Export/Import,Email,Basic,Agent_04,Medium,9.0,2.43,72,False,False,3,Resolved
TCK-100986,2024-07-30 21:52:00,Bug/Error,Chat,Basic,Agent_01,Medium,1.0,4.68,72,False,True,2,Resolved - Escalated
TCK-100648,2024-07-30 22:27:00,Login/Authentication,Email,Basic,Agent_07,Critical,13.1,4.39,4,True,True,2,Resolved - Escalated
TCK-100304,2024-07-30 23:55:00,Feature Request,Phone,Free,Agent_05,Medium,2.9,25.22,72,False,False,5,Resolved - Workaround
TCK-103445,2024-07-31 00:00:00,Login/Authentication,Chat,Basic,Agent_03,High,14.0,0.4,24,False,False,4,Resolved
TCK-103863,2024-07-31 00:00:00,Billing/Invoicing,Portal,Basic,Agent_10,Medium,14.1,2.11,72,False,False,4,Resolved
TCK-103540,2024-07-31 00:00:00,Bug/Error,Portal,Free,Agent_04,Medium,96.9,9.01,72,False,True,4,Resolved - Escalated
TCK-100535,2024-07-31 01:09:00,Integration/API,Chat,Basic,Agent_05,Low,8.7,27.16,120,False,False,5,Resolved
TCK-101419,2024-07-31 03:12:00,Data Export/Import,Email,Pro,Agent_12,Medium,28.8,8.51,72,False,False,3,Resolved
TCK-101450,2024-07-31 04:00:00,Integration/API,Chat,Basic,Agent_06,Low,12.6,100.25,120,False,False,5,Resolved
TCK-101192,2024-07-31 07:48:00,Data Export/Import,Email,Enterprise,Agent_07,High,31.0,0.84,24,False,False,5,Resolved
TCK-103342,2024-07-31 10:00:00,Login/Authentication,Portal,Free,Agent_09,High,20.3,1.46,24,False,False,3,Resolved
TCK-101510,2024-07-31 11:19:00,Login/Authentication,Chat,Basic,Agent_04,Low,4.7,4.1,120,False,False,5,Resolved - Workaround
TCK-100602,2024-07-31 11:38:00,Bug/Error,Email,Free,Agent_05,Critical,1.0,1.65,4,False,True,2,Resolved - Escalated
TCK-101820,2024-07-31 15:03:00,Integration/API,Chat,Free,Agent_01,Medium,7.7,2.23,72,False,False,3,Resolved
TCK-100712,2024-07-31 16:39:00,Billing/Invoicing,Portal,Enterprise,Agent_08,Medium,1.0,0.85,72,False,False,4,Resolved
TCK-100034,2024-07-31 18:11:00,Performance/Slowness,Email,Pro,Agent_05,Medium,37.5,5.07,72,False,False,4,Resolved
TCK-103109,2024-07-31 18:25:00,Data Export/Import,Phone,Free,Agent_08,Low,1.0,15.44,120,False,True,3,Resolved - Escalated
TCK-102942,2024-07-31 19:57:00,Login/Authentication,Portal,Pro,Agent_09,High,1.0,0.72,24,False,False,4,Resolved
TCK-100143,2024-07-31 21:44:00,Login/Authentication,Chat,Pro,Agent_02,High,8.1,0.85,24,False,False,5,Resolved - Workaround
TCK-103941,2024-08-01 00:00:00,Bug/Error,Email,Basic,Agent_06,Low,27.0,88.12,120,False,False,5,Resolved - Workaround
TCK-103690,2024-08-01 00:00:00,Performance/Slowness,Email,Basic,Agent_01,Critical,4.2,10.83,4,True,False,3,Resolved - Workaround
TCK-103796,2024-08-01 00:00:00,Bug/Error,Chat,Pro,Agent_07,High,5.1,1.86,24,False,False,4,Resolved
TCK-103946,2024-08-01 00:00:00,Login/Authentication,Email,Free,Agent_07,High,2.0,2.25,24,False,False,4,Resolved - Workaround
TCK-103868,2024-08-01 00:00:00,Login/Authentication,Email,Free,Agent_06,Medium,93.7,6.31,72,False,False,4,Resolved
TCK-103324,2024-08-01 02:02:00,Login/Authentication,Chat,Free,Agent_04,High,6.3,11.33,24,False,False,5,Resolved
TCK-101271,2024-08-01 03:37:00,Login/Authentication,Portal,Free,Agent_08,Critical,24.4,0.36,4,False,True,2,Resolved - Escalated
TCK-102672,2024-08-01 04:50:00,Login/Authentication,Chat,Pro,Agent_09,High,1.4,0.32,24,False,False,4,Resolved
TCK-100977,2024-08-01 04:56:00,Data Export/Import,Email,Free,Agent_07,High,11.9,1.54,24,False,False,5,Resolved - Workaround
TCK-102554,2024-08-01 05:27:00,Integration/API,Portal,Enterprise,Agent_05,Medium,53.9,28.39,72,False,False,5,Resolved
TCK-100951,2024-08-01 06:31:00,Integration/API,Chat,Basic,Agent_01,Medium,14.9,9.61,72,False,False,4,Resolved
TCK-101334,2024-08-01 10:08:00,Bug/Error,Email,Free,Agent_01,Low,29.1,24.48,120,False,False,4,Resolved
TCK-100363,2024-08-01 12:07:00,Integration/API,Chat,Basic,Agent_09,High,1.0,1.44,24,False,False,4,Resolved - Workaround
TCK-103241,2024-08-01 18:21:00,Bug/Error,Email,Basic,Agent_06,High,12.4,7.53,24,False,False,4,Resolved
TCK-102850,2024-08-01 22:51:00,Account Setup,Chat,Free,Agent_01,Low,1.8,8.28,120,False,False,4,Resolved
TCK-103533,2024-08-02 00:00:00,Bug/Error,Phone,Basic,Agent_06,High,1.3,9.63,24,False,True,3,Unresolved - Pending Engineering
TCK-103987,2024-08-02 00:00:00,Feature Request,Phone,Pro,Agent_11,Low,1.4,19.28,120,False,False,5,Resolved
TCK-103792,2024-08-02 00:00:00,Performance/Slowness,Portal,Basic,Agent_01,Critical,30.9,1.3,4,False,False,4,Resolved - Workaround
TCK-103776,2024-08-02 00:00:00,Bug/Error,Email,Enterprise,Agent_05,Medium,7.6,12.88,72,False,True,4,Resolved - Escalated
TCK-102106,2024-08-02 00:20:00,Bug/Error,Portal,Basic,Agent_12,High,11.3,3.87,24,False,False,5,Resolved
TCK-100899,2024-08-02 01:08:00,Bug/Error,Email,Basic,Agent_02,High,23.3,29.37,24,True,False,3,Resolved - Workaround
TCK-102572,2024-08-02 08:18:00,Data Export/Import,Email,Free,Agent_08,Low,21.2,2.25,120,False,False,4,Resolved
TCK-101826,2024-08-02 08:24:00,Login/Authentication,Portal,Pro,Agent_12,Critical,13.3,1.4,4,False,False,4,Resolved
TCK-102298,2024-08-02 09:53:00,Login/Authentication,Chat,Basic,Agent_02,Medium,12.1,11.42,72,False,False,4,Resolved
TCK-103181,2024-08-02 11:09:00,Bug/Error,Chat,Free,Agent_11,High,3.6,2.59,24,False,False,5,Resolved
TCK-102286,2024-08-02 12:29:00,Account Setup,Chat,Pro,Agent_04,Medium,8.1,0.89,72,False,False,5,Resolved
TCK-103133,2024-08-02 15:15:00,Integration/API,Email,Pro,Agent_04,Medium,14.7,23.2,72,False,False,4,Resolved
TCK-101165,2024-08-02 15:32:00,Integration/API,Phone,Basic,Agent_03,Critical,1.0,3.91,4,False,False,5,Resolved
TCK-102366,2024-08-02 17:37:00,Performance/Slowness,Phone,Basic,Agent_01,High,4.9,3.3,24,False,False,4,Resolved
TCK-102100,2024-08-02 17:43:00,Bug/Error,Email,Free,Agent_05,Medium,31.1,5.69,72,False,False,4,Resolved
TCK-101655,2024-08-02 17:52:00,Data Export/Import,Phone,Basic,Agent_01,High,1.0,3.62,24,False,False,4,Resolved
TCK-101430,2024-08-03 04:20:00,Account Setup,Email,Enterprise,Agent_04,Medium,1.0,0.67,72,False,False,4,Resolved
TCK-101542,2024-08-03 11:59:00,Performance/Slowness,Phone,Pro,Agent_10,High,1.0,3.87,24,False,False,5,Resolved - Workaround
TCK-100842,2024-08-03 16:56:00,Login/Authentication,Portal,Basic,Agent_03,High,26.3,2.42,24,False,False,4,Resolved
TCK-101349,2024-08-03 22:28:00,Bug/Error,Email,Free,Agent_08,High,62.3,4.03,24,False,False,4,Resolved
TCK-102195,2024-08-03 23:59:00,Login/Authentication,Email,Basic,Agent_07,Medium,1.0,0.1,72,False,False,5,Resolved
TCK-101594,2024-08-04 00:11:00,Billing/Invoicing,Phone,Pro,Agent_09,Medium,1.0,5.77,72,False,False,5,Resolved
TCK-102517,2024-08-04 04:36:00,Bug/Error,Chat,Basic,Agent_12,Medium,14.4,5.22,72,False,True,2,Resolved - Escalated
TCK-101619,2024-08-04 04:46:00,Login/Authentication,Chat,Pro,Agent_06,High,4.2,1.54,24,False,False,4,Resolved
TCK-102284,2024-08-04 05:40:00,Account Setup,Portal,Free,Agent_08,Medium,27.1,3.19,72,False,False,4,Resolved
TCK-102592,2024-08-04 13:41:00,Bug/Error,Portal,Free,Agent_03,Low,3.5,3.48,120,False,False,4,Resolved
TCK-102241,2024-08-04 18:59:00,Login/Authentication,Chat,Free,Agent_01,Medium,46.7,2.16,72,False,False,4,Resolved - Workaround
TCK-103802,2024-08-05 00:00:00,Integration/API,Email,Free,Agent_01,Low,66.0,15.83,120,False,False,5,Resolved
TCK-103145,2024-08-05 00:13:00,Account Setup,Chat,Basic,Agent_02,High,6.8,0.33,24,False,False,4,Resolved - Workaround
TCK-102507,2024-08-05 01:09:00,Data Export/Import,Email,Free,Agent_05,High,27.2,2.16,24,False,False,4,Resolved - Workaround
TCK-102417,2024-08-05 03:38:00,Integration/API,Phone,Basic,Agent_01,Low,1.8,45.18,120,False,False,4,Resolved
TCK-101398,2024-08-05 05:47:00,Bug/Error,Email,Pro,Agent_03,Low,7.5,5.64,120,False,False,4,Resolved
TCK-103028,2024-08-05 07:27:00,Account Setup,Email,Basic,Agent_08,Medium,17.3,2.3,72,False,False,4,Resolved
TCK-102036,2024-08-05 08:25:00,Integration/API,Email,Free,Agent_10,Low,268.7,34.76,120,False,True,2,Resolved - Escalated
TCK-101420,2024-08-05 10:44:00,Bug/Error,Email,Pro,Agent_02,Medium,8.7,12.59,72,False,True,2,Resolved - Escalated
TCK-100049,2024-08-05 16:30:00,Performance/Slowness,Portal,Basic,Agent_08,High,10.1,13.71,24,False,False,5,Resolved
TCK-102299,2024-08-05 17:47:00,Performance/Slowness,Email,Pro,Agent_10,Critical,1.0,4.16,4,True,False,5,Resolved
TCK-100922,2024-08-05 20:34:00,Performance/Slowness,Email,Pro,Agent_07,Low,37.5,20.02,120,False,False,4,Resolved
TCK-103656,2024-08-06 00:00:00,Account Setup,Email,Pro,Agent_08,Medium,21.7,0.27,72,False,False,4,Resolved
TCK-103455,2024-08-06 00:00:00,Billing/Invoicing,Phone,Basic,Agent_08,Medium,1.0,3.44,72,False,False,4,Resolved
TCK-103156,2024-08-06 01:38:00,Performance/Slowness,Chat,Enterprise,Agent_11,Low,1.5,1.49,120,False,False,5,Resolved
TCK-102513,2024-08-06 03:10:00,Login/Authentication,Chat,Basic,Agent_05,High,5.2,6.74,24,False,False,3,Resolved
TCK-102888,2024-08-06 06:02:00,Billing/Invoicing,Email,Pro,Agent_08,Low,69.2,18.11,120,False,False,3,Resolved
TCK-102871,2024-08-06 08:07:00,Login/Authentication,Phone,Free,Agent_10,Low,1.0,0.1,120,False,False,3,Resolved
TCK-101155,2024-08-06 08:34:00,Login/Authentication,Email,Free,Agent_10,High,61.8,4.18,24,False,True,2,Resolved - Escalated
TCK-100430,2024-08-06 08:50:00,Performance/Slowness,Email,Free,Agent_07,High,26.9,7.62,24,False,False,3,Resolved - Workaround
TCK-100424,2024-08-06 10:06:00,Integration/API,Email,Basic,Agent_07,Low,11.9,7.21,120,False,False,5,Resolved
TCK-100488,2024-08-06 10:19:00,Bug/Error,Email,Basic,Agent_10,Medium,13.9,9.9,72,False,False,4,Resolved
TCK-101505,2024-08-06 11:53:00,Data Export/Import,Chat,Basic,Agent_08,Medium,1.0,1.7,72,False,True,3,Resolved - Escalated
TCK-102256,2024-08-06 14:36:00,Data Export/Import,Chat,Free,Agent_04,Medium,1.6,1.88,72,False,False,5,Resolved
TCK-102677,2024-08-06 16:18:00,Data Export/Import,Chat,Enterprise,Agent_06,High,2.0,5.76,24,False,False,4,Resolved
TCK-101763,2024-08-06 18:09:00,Billing/Invoicing,Portal,Pro,Agent_02,Medium,139.7,3.83,72,False,False,4,Resolved
TCK-100657,2024-08-06 18:41:00,Login/Authentication,Chat,Enterprise,Agent_04,High,2.8,3.47,24,False,False,5,Resolved
TCK-103184,2024-08-06 22:10:00,Data Export/Import,Phone,Enterprise,Agent_02,High,1.0,3.07,24,False,False,4,Resolved
TCK-103629,2024-08-07 00:00:00,Integration/API,Email,Enterprise,Agent_06,Medium,104.5,6.64,72,False,False,4,Resolved
